trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
230,False,"{'a': 0.18, 'e': 0.40011630965630496}",25,5,-31.397085815175405,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",1
231,False,"{'a': 0.18, 'e': 0.39851904108451414}",20,8,-21.150829668612626,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
232,False,"{'a': 0.18, 'e': 0.39692814882588245}",20,9,12.3599246738594,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.18, 'e': 0.3953436074260998}",20,14,-11.87115698153225,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
234,False,"{'a': 0.18, 'e': 0.39376539153247}",30,10,8.672823918916587,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
235,False,"{'a': 0.18, 'e': 0.39219347589350495}",20,9,-14.17590467160611,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
236,False,"{'a': 0.18, 'e': 0.3906278353585211}",30,0,-59.54730588167698,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
237,False,"{'a': 0.18, 'e': 0.3890684448772363}",20,13,-1.4199468286284849,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.18, 'e': 0.3875152794993697}",35,0,-43.02170530234242,"{0: 29, 1: 2, 2: 3, 3: 0, 4: 1}",0
239,False,"{'a': 0.18, 'e': 0.3859683143742421}",35,20,-3.61959392925195,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
240,False,"{'a': 0.18, 'e': 0.3844275247503785}",20,0,-69.13981017321846,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",1
241,False,"{'a': 0.18, 'e': 0.38289288597511206}",25,16,15.300863984905927,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.18, 'e': 0.38136437349418956}",20,6,-45.582867717103895,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
243,False,"{'a': 0.18, 'e': 0.3798419628513787}",20,12,15.215776921987898,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.18, 'e': 0.3783256296880768}",35,3,-3.3555985928096517,"{0: 29, 1: 1, 2: 1, 3: 0, 4: 1}",1
245,False,"{'a': 0.18, 'e': 0.37681534974292086}",25,9,-19.294941519379606,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
246,False,"{'a': 0.18, 'e': 0.37531109885139957}",25,0,-155.92243273249127,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 3}",1
247,False,"{'a': 0.18, 'e': 0.3738128529454665}",25,13,14.713958009661452,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.18, 'e': 0.3723205880531552}",30,21,-33.816318445386926,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
249,False,"{'a': 0.18, 'e': 0.37083428029819565}",35,23,0.8072020040755317,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
250,False,"{'a': 0.18, 'e': 0.369353905899632}",30,0,-39.90161868176406,"{0: 24, 1: 2, 2: 2, 3: 2, 4: 0}",1
251,False,"{'a': 0.18, 'e': 0.36787944117144233}",25,10,-28.198353439095072,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
252,False,"{'a': 0.18, 'e': 0.3664108625221595}",25,0,11.459325158904377,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
253,False,"{'a': 0.18, 'e': 0.36494814645449375}",25,0,-68.28647099027678,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 2}",0
254,False,"{'a': 0.18, 'e': 0.3634912695649568}",20,6,-72.2678593229593,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
255,False,"{'a': 0.18, 'e': 0.36204020854348745}",25,17,13.569900689628152,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.18, 'e': 0.3605949401730783}",30,15,0.3031109010816464,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.18, 'e': 0.3591554413294046}",20,6,-41.978556621910236,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
258,False,"{'a': 0.18, 'e': 0.3577216889804542}",20,8,-3.2148985193261392,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
259,False,"{'a': 0.18, 'e': 0.3562936601861588}",20,7,8.517227949160016,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.18, 'e': 0.3548713320980274}",20,0,-45.09863407374342,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
261,False,"{'a': 0.18, 'e': 0.35345468195878016}",25,18,15.771141477290186,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.18, 'e': 0.3520436871019846}",25,18,9.345941103181575,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.18, 'e': 0.35063832495169295}",20,8,-9.655993985912353,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
264,False,"{'a': 0.18, 'e': 0.3492385730220808}",25,11,-19.784556357273672,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
265,False,"{'a': 0.18, 'e': 0.3478444089170874}",30,13,-43.51797463454109,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
266,False,"{'a': 0.18, 'e': 0.3464558103300574}",30,14,-7.919564070182518,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
267,False,"{'a': 0.18, 'e': 0.34507275504338375}",30,19,-22.260970790590584,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 0}",1
268,False,"{'a': 0.18, 'e': 0.34369522092815236}",35,9,24.053172537617286,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.18, 'e': 0.34232318594378797}",20,0,-77.67131661736282,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
270,False,"{'a': 0.18, 'e': 0.34095662813770156}",20,12,15.007458135823859,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.18, 'e': 0.3395955256449391}",20,2,-18.96638831384168,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
272,False,"{'a': 0.18, 'e': 0.3382398566878317}",25,0,-59.09955024472102,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
273,False,"{'a': 0.18, 'e': 0.33688959957564707}",20,0,-83.58238399160359,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
274,False,"{'a': 0.18, 'e': 0.3355447327042427}",20,0,-2.9690219758395395,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
275,False,"{'a': 0.18, 'e': 0.33420523455571977}",35,21,-24.487140940913026,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
276,False,"{'a': 0.18, 'e': 0.33287108369807955}",25,14,12.011140083703278,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.18, 'e': 0.3315422587848797}",20,10,-34.68861117871662,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
278,False,"{'a': 0.18, 'e': 0.3302187385548933}",35,20,-0.36554980750707067,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
279,False,"{'a': 0.18, 'e': 0.3289005018317685}",25,0,-52.615293344466245,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
280,False,"{'a': 0.18, 'e': 0.3275875275236895}",30,11,18.34105901455364,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.18, 'e': 0.32627979462303947}",20,3,15.216730431879583,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.18, 'e': 0.324977282206064}",20,16,9.370404166361322,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.18, 'e': 0.3236799694325367}",25,5,-35.149410575477596,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
284,False,"{'a': 0.18, 'e': 0.3223878355454255}",20,4,3.4570697368452725,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
285,False,"{'a': 0.18, 'e': 0.32110085987056064}",20,9,-58.98780866466186,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
286,False,"{'a': 0.18, 'e': 0.31981902181630384}",25,15,14.192546474384706,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.18, 'e': 0.31854230087321894}",25,10,16.984134928261565,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.18, 'e': 0.3172706766137436}",30,18,21.79186239775459,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.18, 'e': 0.31600412869186245}",20,8,18.869679207449526,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.18, 'e': 0.3147426368427819}",20,2,-48.427183544118854,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 0}",1
291,False,"{'a': 0.18, 'e': 0.3134861808826053}",20,7,10.790619496226059,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.18, 'e': 0.31223474070801055}",25,7,-24.57735153181435,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
293,False,"{'a': 0.18, 'e': 0.3109882962959281}",30,12,20.33229757067067,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.18, 'e': 0.3097468277032208}",25,13,1.8578378986250255,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.18, 'e': 0.3085103150663647}",25,12,-40.08310147031636,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
296,False,"{'a': 0.18, 'e': 0.30727873860113125}",25,17,15.093127635215343,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.18, 'e': 0.3060520786022707}",25,7,-12.439752945973948,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
298,False,"{'a': 0.18, 'e': 0.30483031544319683}",20,0,-26.03040390776861,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
299,False,"{'a': 0.18, 'e': 0.30361342957567317}",20,0,26.263861140153153,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.18, 'e': 0.3024014015294998}",30,2,13.163929991293163,"{0: 24, 1: 3, 2: 1, 3: 0, 4: 0}",1
301,False,"{'a': 0.18, 'e': 0.30119421191220214}",20,2,-46.94324034685041,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
302,False,"{'a': 0.18, 'e': 0.2999918414087205}",35,1,-47.08434413457987,"{0: 31, 1: 0, 2: 1, 3: 0, 4: 2}",1
303,False,"{'a': 0.18, 'e': 0.29879427078110127}",20,11,7.211811006005951,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.18, 'e': 0.29760148086818883}",20,11,-12.529689458266425,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
305,False,"{'a': 0.18, 'e': 0.2964134525853191}",20,12,2.2913698847772483,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.18, 'e': 0.2952301669240142}",25,5,-7.086489453611302,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
307,False,"{'a': 0.18, 'e': 0.29405160495167837}",25,13,18.223760407345367,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.18, 'e': 0.2928777478112949}",20,8,-20.84617901654001,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
309,False,"{'a': 0.18, 'e': 0.2917085767211244}",30,16,7.9925498549569385,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.18, 'e': 0.2905440729744046}",25,18,13.11708255590221,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.18, 'e': 0.2893842179390506}",20,8,8.868510962347292,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.18, 'e': 0.2882289930573573}",20,12,15.0072740799084,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.18, 'e': 0.28707837984570167}",20,11,16.274047016234526,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.18, 'e': 0.285932359894248}",25,17,14.712428498951901,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.18, 'e': 0.2847909148666525}",20,11,5.444569180143248,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.18, 'e': 0.2836540264997704}",20,7,-32.61209581382613,"{0: 8, 1: 3, 2: 1, 3: 1, 4: 0}",1
317,False,"{'a': 0.18, 'e': 0.2825216766033636}",25,18,-0.21635982881629667,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
318,False,"{'a': 0.18, 'e': 0.2813938470598095}",30,13,-17.930264742162738,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
319,False,"{'a': 0.18, 'e': 0.28027051982381157}",20,0,8.41736325880787,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
320,False,"{'a': 0.18, 'e': 0.27915167692210985}",20,7,-34.80841209008926,"{0: 10, 1: 0, 2: 1, 3: 2, 4: 0}",1
321,False,"{'a': 0.18, 'e': 0.27803730045319414}",30,18,21.15115115941179,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.18, 'e': 0.2769273725870171}",25,1,0.7874151754253431,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
323,False,"{'a': 0.18, 'e': 0.27582187556470933}",20,4,25.318163186908567,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.18, 'e': 0.2747207916982947}",25,8,-10.333492946557627,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
325,False,"{'a': 0.18, 'e': 0.27362410337040804}",35,0,-30.525416763969186,"{0: 29, 1: 3, 2: 2, 3: 0, 4: 1}",0
326,False,"{'a': 0.18, 'e': 0.2725317930340126}",20,9,-46.52944344618643,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
327,False,"{'a': 0.18, 'e': 0.27144384321211973}",20,11,-5.8461986769583305,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
328,False,"{'a': 0.18, 'e': 0.270360236497509}",20,12,3.276389417640309,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.18, 'e': 0.26928095555244996}",25,7,-28.008097776823266,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 1}",1
330,False,"{'a': 0.18, 'e': 0.2682059831084244}",25,18,12.531078715624872,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.18, 'e': 0.26713530196585034}",20,7,-32.89518918832929,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
332,False,"{'a': 0.18, 'e': 0.26606889499380665}",20,6,-0.4890607179045152,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
333,False,"{'a': 0.18, 'e': 0.2650067451297589}",25,4,-51.41749734826449,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 1}",1
334,False,"{'a': 0.18, 'e': 0.2639488353792868}",25,2,-12.094039033094228,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 0}",1
335,False,"{'a': 0.18, 'e': 0.26289514881581166}",20,3,-3.9457737619995523,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
336,False,"{'a': 0.18, 'e': 0.261845668580326}",20,5,-7.382627377657626,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
337,False,"{'a': 0.18, 'e': 0.26080037788112365}",25,0,-101.17471321965473,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
338,False,"{'a': 0.18, 'e': 0.2597592599935311}",25,20,6.960019329199534,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.18, 'e': 0.25872229825964005}",30,19,19.232941899456343,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.18, 'e': 0.25768947608804055}",20,4,9.599614300461386,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.18, 'e': 0.2566607769535559}",30,17,15.311409411382797,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.18, 'e': 0.25563618439697783}",25,0,-2.153334738227737,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
343,False,"{'a': 0.18, 'e': 0.2546156820248037}",20,10,12.624631086229405,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.18, 'e': 0.25359925350897383}",25,3,14.779807543063368,"{0: 19, 1: 3, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.18, 'e': 0.2525868825866102}",20,0,-34.40269320886368,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
346,False,"{'a': 0.18, 'e': 0.25157855305975646}",20,12,-0.9923534078691991,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
347,False,"{'a': 0.18, 'e': 0.25057424879511875}",25,19,13.616826614603468,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.18, 'e': 0.24957395372380728}",30,20,20.079458757469286,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.18, 'e': 0.24857765184107966}",25,16,10.59036000317702,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.18, 'e': 0.2475853272060845}",25,12,16.03270009403545,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.18, 'e': 0.24659696394160643}",20,0,30.323859666555485,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
352,False,"{'a': 0.18, 'e': 0.2456125462338122}",35,0,-10.659948618559419,"{0: 31, 1: 1, 2: 1, 3: 2, 4: 0}",0
353,False,"{'a': 0.18, 'e': 0.2446320583319975}",30,0,-27.59535086472208,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
354,False,"{'a': 0.18, 'e': 0.24365548454833486}",20,0,-23.360735137573165,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
355,False,"{'a': 0.18, 'e': 0.24268280925762298}",35,7,-17.881388329406665,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 0}",1
356,False,"{'a': 0.18, 'e': 0.24171401689703645}",20,10,11.33289476484315,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.18, 'e': 0.24074909196587688}",25,15,18.483770633162436,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.18, 'e': 0.2397880190253247}",25,5,-4.55382143113941,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
359,False,"{'a': 0.18, 'e': 0.23883078269819244}",35,24,-1.8100166897312855,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.18, 'e': 0.2378773676686784}",30,20,22.138063439728736,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.18, 'e': 0.23692775868212176}",20,0,15.952243886596126,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
362,False,"{'a': 0.18, 'e': 0.23598194054475852}",20,13,0.12360987936357848,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
363,False,"{'a': 0.18, 'e': 0.23503989812347828}",30,4,-52.01503440887854,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 2}",1
364,False,"{'a': 0.18, 'e': 0.2341016163455822}",30,12,31.008066800669106,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.18, 'e': 0.2331670801985418}",25,3,-59.11263698010568,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",1
366,False,"{'a': 0.18, 'e': 0.23223627472975883}",20,9,-33.607361819795756,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
367,False,"{'a': 0.18, 'e': 0.23130918504632592}",35,27,12.762130272097771,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.18, 'e': 0.23038579631478834}",20,14,11.41783804093173,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.18, 'e': 0.22946609376090668}",25,17,11.776926218016524,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.18, 'e': 0.2285500626694205}",20,0,11.586755474239931,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
371,False,"{'a': 0.18, 'e': 0.22763768838381274}",20,4,-37.67695345157376,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
372,False,"{'a': 0.18, 'e': 0.22672895630607542}",20,0,-25.678423790764764,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
373,False,"{'a': 0.18, 'e': 0.22582385189647586}",25,0,2.805798985882314,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
374,False,"{'a': 0.18, 'e': 0.22492236067332425}",25,0,-18.97289947143172,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
375,False,"{'a': 0.18, 'e': 0.22402446821274175}",25,0,30.40630609613026,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
376,False,"{'a': 0.18, 'e': 0.22313016014842982}",20,7,-22.80110745334299,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
377,False,"{'a': 0.18, 'e': 0.2222394221714404}",30,13,16.273900022083048,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.18, 'e': 0.22135224002994683}",20,8,19.937010613974753,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.18, 'e': 0.22046859952901593}",25,0,10.826413442428217,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
380,False,"{'a': 0.18, 'e': 0.21958848653038082}",25,11,13.96349432714729,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.18, 'e': 0.21871188695221475}",25,12,18.853343092067835,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.18, 'e': 0.21783878676890578}",20,12,2.4179245405348304,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
383,False,"{'a': 0.18, 'e': 0.21696917201083235}",25,20,9.010702823365921,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.18, 'e': 0.21610302876413975}",25,14,20.27127847103194,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.18, 'e': 0.21524034317051757}",20,0,20.662942455235676,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
386,False,"{'a': 0.18, 'e': 0.21438110142697794}",20,15,-3.328822246865415,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
387,False,"{'a': 0.18, 'e': 0.2135252897856346}",25,6,31.14281535959995,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.18, 'e': 0.21267289455348304}",30,10,11.925882904419968,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
389,False,"{'a': 0.18, 'e': 0.21182390209218135}",30,12,31.653188451490873,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.18, 'e': 0.21097829881783206}",20,0,18.822667918176382,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.18, 'e': 0.21013607120076472}",25,5,11.769881335421143,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
392,False,"{'a': 0.18, 'e': 0.20929720576531952}",35,21,-1.7935772772952174,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
393,False,"{'a': 0.18, 'e': 0.20846168908963153}",25,7,17.427793425317866,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
394,False,"{'a': 0.18, 'e': 0.2076295078054162}",20,14,-1.480480183466117,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
395,False,"{'a': 0.18, 'e': 0.20680064859775515}",30,21,6.939912758152474,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.18, 'e': 0.20597509820488344}",20,3,-55.23005471327829,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
397,False,"{'a': 0.18, 'e': 0.20515284341797715}",20,11,-34.492008715132116,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
398,False,"{'a': 0.18, 'e': 0.20433387108094214}",25,0,-6.513028285306002,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
399,False,"{'a': 0.18, 'e': 0.20351816809020354}",25,4,31.30894209937533,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.18, 'e': 0.2027057213944961}",25,7,12.903366699886995,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
401,False,"{'a': 0.18, 'e': 0.20189651799465538}",35,15,-51.28363397684843,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",1
402,False,"{'a': 0.18, 'e': 0.20109054494340972}",25,3,31.482491697722786,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.18, 'e': 0.20028778934517305}",20,0,28.764472556094535,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.18, 'e': 0.19948823835583873}",20,11,17.61605035560812,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.18, 'e': 0.19869187918257386}",30,20,20.35792508590571,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.18, 'e': 0.19789869908361465}",20,10,-4.353412073198026,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
407,False,"{'a': 0.18, 'e': 0.19710868536806264}",20,14,14.742720525008778,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.18, 'e': 0.1963218253956815}",20,9,21.650289774147915,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.18, 'e': 0.1955381065766949}",20,0,-3.295929133036775,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
410,False,"{'a': 0.18, 'e': 0.194757516371585}",20,0,-35.817473942938065,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
411,False,"{'a': 0.18, 'e': 0.19398004229089189}",20,3,30.060953727645135,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.18, 'e': 0.19320567189501364}",20,8,16.061949357338538,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.18, 'e': 0.19243439279400748}",30,19,21.640557609639263,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
